700,0.612352,0.626656,0.612352,0.612032,0.611104,0.610208,0.610816,0.611264,0.610304,0.624576,0.625856,0.612384,0.612352,0.612352,0.61392,0.612352,0.624544,0.612256,0.613408,0.612352,0.610944,0.61072,0.61376,0.612352,0.62464,1.03072,0.624416,0.611936,0.61088,0.609632,0.611808,0.62464,0.624768,0.610848,0.61216,0.61088,0.612288,0.611456,0.625024,0.783072,0.611296,0.611232,0.610432,0.610304,0.610848,0.765376,0.612,0.612096,0.61088,0.6104,0.61152,0.610304,0.838656,0.62464,0.957888,0.612256,0.610304,0.611328,0.612352,0.61152,
800,0.63808,0.636928,0.633568,0.636576,0.636736,0.632672,0.633632,0.633856,0.634368,0.634304,0.634912,0.632864,0.897152,0.634784,0.63344,0.634464,0.78272,0.632832,0.77824,0.634272,0.633728,0.6344,0.633664,0.63488,0.635648,0.634592,0.63488,0.634752,0.632736,0.63488,0.634528,0.63488,0.63488,0.977664,0.63488,0.63488,0.6336,0.634176,0.63376,0.634944,0.771648,0.632768,0.634432,0.634528,0.634464,0.634528,0.798368,0.635424,0.63424,0.63488,0.636928,0.633248,0.63408,0.634624,0.63488,0.634624,0.820416,0.63488,0.823232,0.634496,
1000,0.660352,0.799776,0.658848,0.660576,1.01862,0.662592,0.658336,0.65856,0.772096,0.658976,0.65536,0.658016,0.657408,0.65936,0.65856,0.660448,1.09574,0.658144,0.658784,0.657952,0.657408,0.795872,0.657504,0.659456,0.658528,0.658176,0.65808,0.660128,0.856576,0.657984,0.658144,0.657856,0.658624,0.814944,0.658208,0.658176,0.65776,0.659456,0.658432,0.658144,0.661056,1.06045,0.6568,0.65792,0.65936,0.656128,0.834624,0.657408,0.658752,0.85632,0.65856,0.658176,0.660032,0.840704,0.658784,0.659232,0.657408,0.657408,0.660928,0.658336,
1500,0.744224,0.745184,0.739744,0.74752,0.74528,0.741536,0.739936,0.745472,0.74128,0.741376,0.74112,0.7408,0.742912,0.742368,0.740832,0.741376,0.739872,1.176,0.740256,0.740704,0.741536,0.740736,0.739328,1.30662,0.743488,0.741696,0.740992,0.744864,0.741952,0.74016,0.741376,0.739328,0.982368,1.10022,0.741472,0.739328,0.741888,0.876864,0.741376,0.741248,0.741536,0.740288,0.74032,0.747328,0.747456,0.741728,0.741248,0.741376,0.912,0.741664,0.741376,0.741024,0.741376,0.984736,0.741792,0.744416,0.74224,0.741632,0.741376,0.89088,
2000,0.862848,0.861184,0.857824,0.862976,0.85632,0.856672,0.856288,0.890784,0.862688,1.09546,0.857056,0.85696,0.855904,0.85792,0.858112,0.86848,0.862144,0.85792,0.857568,1.05891,0.858112,0.856704,0.858112,1.08192,1.30211,1.05245,0.858112,1.0057,0.857568,0.857952,0.858112,1.02128,0.862144,0.859456,0.859008,1.04787,0.86016,0.856864,1.10182,1.25107,0.859264,0.8576,0.864352,0.859488,0.858112,0.858112,0.862208,0.86064,0.855936,0.858112,0.865952,0.859904,0.859872,0.859648,0.866304,0.863328,0.858016,0.857792,0.863424,0.858432,
2500,1.01786,1.16614,1.00829,1.00557,1.00752,1.46582,1.00739,1.00762,1.00762,1.00912,1.00742,1.01642,1.00966,1.00842,1.01021,1.0057,1.00762,1.40128,1.00592,1.0199,1.00938,1.00928,1.17776,1.01219,1.39059,1.01021,1.00822,1.00627,1.43578,1.00912,1.29434,1.00768,1.00922,1.18205,1.01382,1.00762,1.00995,1.00963,1.00762,1.55443,1.21843,1.18374,1.00931,1.0079,1.1536,1.01376,1.00762,1.01674,1.0111,1.00918,1.03216,1.19603,1.00774,1.00966,1.00803,1.0087,1.36602,1.00998,1.00826,1.00957,
3000,1.19946,1.39267,1.18989,1.18826,1.60461,1.18707,1.19808,1.18595,1.40307,1.3312,1.18784,1.18666,1.18566,1.19053,1.18618,1.18902,1.18989,1.40496,1.18986,1.18707,1.18618,1.19034,1.4921,1.18819,1.20243,1.18858,1.44922,1.19123,1.35168,1.18624,1.6384,1.19194,1.30362,1.18989,1.4336,1.19043,1.18909,1.18989,1.19299,1.18928,1.18784,1.57837,1.19322,1.39126,1.18755,1.34227,1.19283,1.40906,1.18797,1.33517,1.19005,1.19878,1.18806,1.18579,1.19398,1.20032,1.18893,1.31571,1.19059,1.58237,
5000,2.5176,2.74522,2.27011,2.64253,2.2632,2.2625,2.2593,2.25949,2.25536,2.26099,2.25539,2.2631,2.45184,2.5088,2.91648,2.2752,2.73274,2.45299,2.26835,2.26566,2.26333,2.26509,2.26544,2.26509,2.44326,2.52272,2.27347,3.08918,2.26922,2.26723,2.47437,2.26304,2.26202,2.26154,2.26013,2.26614,2.25754,2.69149,2.44307,2.50605,2.70717,2.26454,2.72291,2.26534,2.71974,2.26013,2.52918,2.54141,2.27398,3.07626,2.26218,2.26714,2.26509,2.26259,2.26106,2.26211,2.2593,2.42803,2.25891,2.56826,
10000,5.27018,4.70016,4.92598,5.08912,5.54378,4.04982,4.24688,4.49098,4.22093,4.24093,4.25341,4.23382,4.69984,4.05789,4.36042,4.71792,4.0489,4.06528,4.248,4.05994,4.69824,4.23309,4.25747,4.05997,4.70426,4.2345,4.2769,4.06643,4.23152,4.22627,4.05709,4.73344,4.22659,4.06813,4.30342,4.71245,4.05069,4.25165,4.05808,4.5015,4.05309,4.25789,4.69869,4.04941,4.27622,4.05946,4.22701,4.06458,4.05546,4.90986,4.06118,4.29408,4.05626,4.49126,4.06125,4.28442,4.83338,4.71891,4.05875,4.31149,
15000,6.1767,6.45939,6.30134,5.55411,5.7816,5.704,6.37952,5.73158,6.26074,5.7225,6.22797,5.51731,5.78707,6.3905,5.55178,5.92118,5.95034,5.80186,6.18963,5.70573,6.18701,5.71805,5.5337,5.71709,5.53395,6.55565,5.55238,6.3632,6.20749,5.70886,5.70051,5.70438,5.74413,5.77526,5.92486,5.79379,5.77469,5.96941,5.77754,5.55053,5.53578,5.72006,5.79126,5.76717,5.98598,5.92214,5.76957,5.75283,6.44272,5.71318,5.52381,5.69974,5.5343,5.53779,5.72256,5.99088,5.5239,5.52397,5.69782,5.78765,
20000,8.93117,8.672,7.88365,7.86022,7.94986,8.04842,7.84019,8.29398,7.81158,7.83197,7.8313,7.99965,7.82541,8.30726,8.30694,8.02022,8.1343,7.77846,7.74758,8.30256,8.2376,7.84589,7.94445,8.31574,8.30464,8.3833,7.84634,7.84,7.84736,7.96022,7.82538,8.3087,8.25206,8.20822,8.21904,7.82445,8.21744,7.81722,7.84179,8.01587,7.59398,8.28154,8.29638,8.42531,8.21101,7.80486,7.75328,8.30669,8.10598,8.70717,8.02202,8.22278,7.8408,8.4136,7.8383,8.1367,8.30096,8.21389,8.23501,7.84246,
